Timestamp,CPU_Usage,Memory_Usage,Disk_IO,Network_IO,Workload_Type,User_ID,Anomaly_Label
2025-07-01 00:45:00,35.71,51.36,14.77,5.65,Database_Query,user_1,0
2025-07-01 00:46:00,18.47,72.5,36.65,4.14,Backup,user_1,0
2025-07-01 00:47:00,53.15,21.33,13.43,3.39,Web_Service,user_1,0
2025-07-01 00:48:00,21.07,36.65,17.8,5.13,Web_Service,user_1,0
2025-07-01 00:49:00,22.7,42.16,10.23,4.35,Web_Service,user_1,0
2025-07-01 00:50:00,43.63,48.29,10.08,5.44,Database_Query,user_1,0
2025-07-01 00:51:00,23.38,48.52,6.04,4.89,Database_Query,user_1,0
2025-07-01 00:52:00,22.28,56.61,8.33,4.68,Web_Service,user_1,0
2025-07-01 00:53:00,47.65,44.05,3.7,5.92,Web_Service,user_1,0
2025-07-01 00:54:00,86.89,56.51,3.37,6.84,Crypto_Mining,user_1,1
2025-07-01 00:55:00,42.67,32.92,12.22,5.77,Web_Service,user_1,0
2025-07-01 00:56:00,29.81,30.67,3.53,4.89,Database_Query,user_1,0
2025-07-01 00:57:00,46.32,25.7,7.8,5.13,Database_Query,user_1,0
2025-07-01 00:58:00,30.59,63.48,12.02,5.91,Database_Query,user_1,0
2025-07-01 00:59:00,31.99,34.0,10.35,4.61,Web_Service,user_1,0
2025-07-01 01:00:00,75.51,52.81,6.92,7.11,Crypto_Mining,user_1,0
2025-07-01 01:01:00,28.48,45.88,11.4,4.38,Database_Query,user_1,0
2025-07-01 01:02:00,38.85,35.35,6.89,4.64,Web_Service,user_1,0
2025-07-01 01:03:00,39.0,43.07,14.06,23.15,Video_Streaming,user_1,0
2025-07-01 01:04:00,35.52,32.9,1.06,3.78,Web_Service,user_1,0
2025-07-01 01:05:00,35.47,37.98,8.91,25.49,Video_Streaming,user_1,0
2025-07-01 01:06:00,25.92,42.62,10.06,24.65,Video_Streaming,user_1,0
2025-07-01 01:07:00,36.82,78.45,38.24,4.87,Backup,user_1,0
2025-07-01 01:08:00,94.56,50.65,1.04,4.55,Crypto_Mining,user_1,1
2025-07-01 01:09:00,41.58,47.92,13.12,5.63,Database_Query,user_1,0
2025-07-01 01:10:00,23.01,39.91,-0.45,6.77,Web_Service,user_1,0
2025-07-01 01:11:00,21.75,78.39,39.13,4.44,Backup,user_1,0
2025-07-01 01:12:00,25.67,42.04,12.8,24.36,Video_Streaming,user_1,0
2025-07-01 01:13:00,15.52,25.93,6.41,4.79,Web_Service,user_1,0
2025-07-01 01:14:00,9.63,55.7,8.49,19.98,Video_Streaming,user_1,0
2025-07-01 01:15:00,33.23,31.73,12.6,6.53,Database_Query,user_1,0
2025-07-01 01:16:00,77.77,31.56,8.28,5.46,Crypto_Mining,user_1,0
2025-07-01 01:17:00,86.12,40.13,10.49,4.23,Crypto_Mining,user_1,1
2025-07-01 01:18:00,96.38,44.06,7.84,6.86,Crypto_Mining,user_1,1
2025-07-01 01:19:00,38.72,41.83,20.95,15.96,Video_Streaming,user_1,0
2025-07-01 01:20:00,28.42,26.45,15.16,3.19,Web_Service,user_1,0
2025-07-01 01:21:00,33.42,58.76,14.75,4.42,Web_Service,user_1,0
2025-07-01 01:22:00,37.42,54.77,13.5,19.34,Video_Streaming,user_1,0
2025-07-01 01:23:00,41.79,77.65,17.87,6.35,Backup,user_1,0
2025-07-01 01:24:00,86.38,42.79,-2.26,4.1,Crypto_Mining,user_1,1
2025-07-01 01:25:00,30.05,40.47,7.75,5.62,Web_Service,user_1,0
2025-07-01 01:26:00,16.31,45.35,15.3,6.54,Database_Query,user_1,0
2025-07-01 01:27:00,33.32,32.52,17.76,5.12,Database_Query,user_1,0
2025-07-01 01:28:00,31.7,51.53,15.13,5.17,Database_Query,user_1,0
2025-07-01 01:29:00,36.45,53.69,5.18,5.69,Database_Query,user_1,0
2025-07-01 01:30:00,12.69,54.44,14.43,4.86,Web_Service,user_1,0
2025-07-01 01:31:00,45.02,40.74,18.14,3.62,Database_Query,user_1,0
2025-07-01 01:32:00,29.85,83.98,32.19,3.34,Backup,user_1,0
2025-07-01 01:33:00,74.66,39.11,3.48,5.67,Crypto_Mining,user_1,0
2025-07-01 01:34:00,18.99,44.88,13.74,4.71,Web_Service,user_1,0
2025-07-01 01:35:00,20.14,45.04,7.35,4.21,Database_Query,user_1,0
2025-07-01 01:36:00,15.66,38.08,10.29,2.72,Web_Service,user_1,0
2025-07-01 01:37:00,23.0,42.14,9.44,18.9,Video_Streaming,user_1,0
2025-07-01 01:38:00,22.64,82.9,29.53,3.77,Backup,user_1,0
2025-07-01 01:39:00,14.85,53.67,18.22,4.75,Database_Query,user_1,0
2025-07-01 01:40:00,38.51,30.12,10.14,5.97,Web_Service,user_1,0
2025-07-01 01:41:00,28.72,30.44,1.97,5.2,Database_Query,user_1,0
2025-07-01 01:42:00,28.13,39.52,4.69,4.35,Web_Service,user_1,0
2025-07-01 01:43:00,46.87,48.82,9.96,6.48,Database_Query,user_1,0
2025-07-01 01:44:00,53.74,50.15,7.8,6.58,Web_Service,user_1,0
2025-07-01 01:45:00,21.24,26.17,14.63,6.91,Web_Service,user_1,0
2025-07-01 01:46:00,30.28,41.27,8.19,4.76,Database_Query,user_1,0
2025-07-01 01:47:00,23.49,35.13,7.04,4.14,Web_Service,user_1,0
2025-07-01 01:48:00,4.97,46.85,11.95,4.92,Web_Service,user_1,0
2025-07-01 01:49:00,24.23,83.78,40.01,4.02,Backup,user_1,0
2025-07-01 01:50:00,95.22,56.2,14.67,4.24,Crypto_Mining,user_1,1
2025-07-01 01:51:00,22.37,21.95,1.86,5.05,Web_Service,user_1,0
2025-07-01 01:52:00,14.76,47.98,4.3,5.27,Web_Service,user_1,0
2025-07-01 01:53:00,23.48,40.47,5.7,4.62,Database_Query,user_1,0
2025-07-01 01:54:00,23.98,47.6,15.53,5.77,Web_Service,user_1,0
2025-07-01 01:55:00,5.28,32.03,12.89,4.8,Database_Query,user_1,0
2025-07-01 01:56:00,31.7,80.45,39.88,6.58,Backup,user_1,0
2025-07-01 01:57:00,33.38,77.94,30.12,4.57,Backup,user_1,0
2025-07-01 01:58:00,35.43,50.35,-1.04,5.36,Web_Service,user_1,0
2025-07-01 01:59:00,42.01,77.96,14.62,3.99,Backup,user_1,0
2025-07-01 02:00:00,40.52,31.56,2.1,5.02,Database_Query,user_1,0
2025-07-01 02:01:00,38.29,68.94,37.36,5.77,Backup,user_1,0
2025-07-01 02:02:00,31.65,45.69,5.63,4.6,Web_Service,user_1,0
2025-07-01 02:03:00,36.33,62.71,10.91,21.24,Video_Streaming,user_1,0
2025-07-01 02:04:00,19.09,31.83,17.55,5.4,Web_Service,user_1,0
2025-07-01 02:05:00,40.38,77.45,32.3,4.02,Backup,user_1,0
2025-07-01 02:06:00,25.73,34.47,14.82,24.87,Video_Streaming,user_1,0
2025-07-01 02:07:00,34.13,58.77,6.13,13.78,Video_Streaming,user_1,0
2025-07-01 02:08:00,31.71,48.36,5.55,2.68,Web_Service,user_1,0
2025-07-01 02:09:00,86.4,28.75,22.23,5.13,Crypto_Mining,user_1,1
2025-07-01 02:10:00,47.82,45.9,11.08,5.44,Web_Service,user_1,0
2025-07-01 02:11:00,48.82,53.45,17.97,4.49,Web_Service,user_1,0
2025-07-01 02:12:00,84.55,47.81,22.69,5.52,Crypto_Mining,user_1,1
2025-07-01 02:13:00,28.42,35.73,4.94,3.35,Database_Query,user_1,0
2025-07-01 02:14:00,27.7,46.28,16.35,4.18,Database_Query,user_1,0
2025-07-01 02:15:00,27.4,24.97,8.77,4.73,Database_Query,user_1,0
2025-07-01 02:16:00,38.04,38.43,15.4,3.16,Database_Query,user_1,0
2025-07-01 02:17:00,27.31,28.93,22.87,20.3,Video_Streaming,user_1,0
2025-07-01 02:18:00,22.17,46.74,9.43,5.16,Web_Service,user_1,0
2025-07-01 02:19:00,29.67,34.57,6.44,5.11,Web_Service,user_1,0
2025-07-01 02:20:00,43.89,13.41,-0.39,13.8,Video_Streaming,user_1,0
2025-07-01 02:21:00,26.57,36.29,2.96,4.22,Database_Query,user_1,0
2025-07-01 02:22:00,26.38,39.3,12.43,16.14,Video_Streaming,user_1,0
2025-07-01 02:23:00,37.22,28.71,7.38,22.45,Video_Streaming,user_1,0
2025-07-01 02:24:00,26.49,37.71,14.07,15.3,Video_Streaming,user_1,0
2025-07-01 02:25:00,26.39,85.8,24.19,5.62,Backup,user_1,0
2025-07-01 02:26:00,13.3,57.65,3.79,4.18,Web_Service,user_1,0
2025-07-01 02:27:00,14.43,46.06,3.6,6.75,Database_Query,user_1,0
2025-07-01 02:28:00,12.47,34.55,14.86,4.97,Database_Query,user_1,0
2025-07-01 02:29:00,26.36,39.43,11.54,11.45,Video_Streaming,user_1,0
2025-07-01 02:30:00,23.77,35.82,3.56,20.5,Video_Streaming,user_1,0
2025-07-01 02:31:00,31.96,30.22,12.04,3.3,Web_Service,user_1,0
2025-07-01 02:32:00,25.31,45.27,18.1,27.85,Video_Streaming,user_1,0
2025-07-01 02:33:00,11.59,27.2,6.88,20.13,Video_Streaming,user_1,0
2025-07-01 02:34:00,26.52,41.99,2.83,5.58,Web_Service,user_1,0
2025-07-01 02:35:00,20.77,26.48,5.12,6.05,Database_Query,user_1,0
2025-07-01 02:36:00,50.81,36.95,10.48,5.18,Database_Query,user_1,0
2025-07-01 02:37:00,24.24,41.22,22.8,4.9,Web_Service,user_1,0
2025-07-01 02:38:00,26.48,42.43,10.9,4.67,Database_Query,user_1,0
2025-07-01 02:39:00,23.73,58.12,13.54,4.44,Database_Query,user_1,0
2025-07-01 02:40:00,19.12,49.29,1.19,25.72,Video_Streaming,user_1,0
2025-07-01 02:41:00,29.26,46.21,10.89,3.66,Web_Service,user_1,0
2025-07-01 02:42:00,38.17,83.09,47.86,6.06,Backup,user_1,0
2025-07-01 02:43:00,29.3,71.7,39.3,5.21,Backup,user_1,0
2025-07-01 02:44:00,38.18,41.34,12.23,4.79,Web_Service,user_1,0
2025-07-01 02:45:00,84.8,46.82,10.14,5.03,Crypto_Mining,user_1,1
2025-07-01 02:46:00,15.95,45.01,4.79,6.28,Database_Query,user_1,0
2025-07-01 02:47:00,28.13,35.6,17.23,20.98,Video_Streaming,user_1,0
2025-07-01 02:48:00,38.68,42.83,3.25,5.59,Database_Query,user_1,0
2025-07-01 02:49:00,30.82,50.65,7.41,6.41,Web_Service,user_1,0
2025-07-01 02:50:00,39.2,43.14,1.59,3.24,Database_Query,user_1,0
2025-07-01 02:51:00,25.8,37.18,3.28,15.41,Video_Streaming,user_1,0
2025-07-01 02:52:00,10.66,27.93,4.65,5.68,Web_Service,user_1,0
2025-07-01 02:53:00,89.92,37.86,9.75,5.67,Crypto_Mining,user_1,1
2025-07-01 02:54:00,41.67,56.21,2.15,20.37,Video_Streaming,user_1,0
2025-07-01 02:55:00,23.77,34.45,6.81,6.19,Web_Service,user_1,0
2025-07-01 02:56:00,26.27,28.26,13.98,6.05,Web_Service,user_1,0
2025-07-01 02:57:00,24.48,46.33,11.01,3.48,Web_Service,user_1,0
2025-07-01 02:58:00,21.6,41.65,8.19,5.58,Database_Query,user_1,0
2025-07-01 02:59:00,32.86,43.34,13.29,7.01,Web_Service,user_1,0
2025-07-01 03:00:00,12.51,27.43,14.42,4.05,Web_Service,user_1,0
2025-07-01 03:01:00,24.82,42.24,9.92,6.19,Database_Query,user_1,0
2025-07-01 03:02:00,42.06,43.43,16.62,3.87,Database_Query,user_1,0
2025-07-01 03:03:00,35.84,36.41,12.95,6.11,Database_Query,user_1,0
2025-07-01 03:04:00,34.06,83.58,40.02,5.86,Backup,user_1,0
2025-07-01 03:05:00,43.82,46.49,9.16,20.73,Video_Streaming,user_1,0
2025-07-01 03:06:00,23.1,44.95,12.09,5.4,Database_Query,user_1,0
2025-07-01 03:07:00,31.91,40.46,3.2,5.75,Database_Query,user_1,0
2025-07-01 03:08:00,44.95,42.14,11.33,17.99,Video_Streaming,user_1,0
2025-07-01 03:09:00,29.05,42.79,13.04,5.19,Database_Query,user_1,0
2025-07-01 03:10:00,31.76,44.09,9.07,4.6,Web_Service,user_1,0
2025-07-01 03:11:00,31.33,33.0,15.98,12.38,Video_Streaming,user_1,0
2025-07-01 03:12:00,33.67,34.74,9.34,2.96,Web_Service,user_1,0
2025-07-01 03:13:00,24.45,58.81,2.76,9.01,Video_Streaming,user_1,0
2025-07-01 03:14:00,36.49,49.87,15.61,6.31,Web_Service,user_1,0
2025-07-01 03:15:00,36.5,39.01,19.23,3.93,Web_Service,user_1,0
2025-07-01 03:16:00,38.98,37.93,6.45,4.33,Database_Query,user_1,0
2025-07-01 03:17:00,17.48,54.44,9.59,6.12,Web_Service,user_1,0
2025-07-01 03:18:00,86.35,37.7,13.54,5.72,Crypto_Mining,user_1,1
2025-07-01 03:19:00,36.43,86.65,36.97,5.71,Backup,user_1,0
2025-07-01 03:20:00,19.69,39.5,11.87,16.21,Video_Streaming,user_1,0
2025-07-01 03:21:00,29.6,25.69,10.64,4.32,Database_Query,user_1,0
2025-07-01 03:22:00,23.65,49.96,8.62,4.97,Web_Service,user_1,0
2025-07-01 03:23:00,25.48,15.76,2.08,5.76,Web_Service,user_1,0
2025-07-01 03:24:00,33.72,44.79,9.88,17.14,Video_Streaming,user_1,0
2025-07-01 03:25:00,29.96,28.42,17.52,5.88,Web_Service,user_1,0
2025-07-01 03:26:00,21.24,40.38,8.65,4.91,Database_Query,user_1,0
2025-07-01 03:27:00,19.98,37.19,18.99,5.64,Web_Service,user_1,0
2025-07-01 03:28:00,25.07,77.78,37.76,4.2,Backup,user_1,0
2025-07-01 03:29:00,30.6,33.53,13.49,21.97,Video_Streaming,user_1,0
2025-07-01 03:30:00,24.21,50.89,10.57,24.75,Video_Streaming,user_1,0
2025-07-01 03:31:00,50.75,76.55,52.36,5.2,Backup,user_1,0
2025-07-01 03:32:00,19.68,34.71,13.09,6.13,Web_Service,user_1,0
2025-07-01 03:33:00,47.28,44.36,10.19,5.12,Database_Query,user_1,0
2025-07-01 03:34:00,24.98,42.12,15.46,4.89,Web_Service,user_1,0
2025-07-01 03:35:00,25.17,55.74,3.87,12.68,Video_Streaming,user_1,0
2025-07-01 03:36:00,77.19,60.02,9.47,6.78,Crypto_Mining,user_1,0
2025-07-01 03:37:00,28.27,84.42,41.52,3.42,Backup,user_1,0
2025-07-01 03:38:00,87.66,27.46,16.88,5.78,Crypto_Mining,user_1,1
2025-07-01 03:39:00,34.94,42.61,7.25,4.33,Web_Service,user_1,0
2025-07-01 03:40:00,86.62,37.09,1.75,4.95,Crypto_Mining,user_1,1
2025-07-01 03:41:00,37.72,65.76,46.49,3.26,Backup,user_1,0
2025-07-01 03:42:00,33.74,39.13,14.04,3.75,Web_Service,user_1,0
2025-07-01 03:43:00,25.32,43.47,9.77,5.48,Database_Query,user_1,0
2025-07-01 03:44:00,9.05,42.54,8.7,6.23,Web_Service,user_1,0
2025-07-01 03:45:00,45.01,48.5,8.26,4.65,Web_Service,user_1,0
2025-07-01 03:46:00,38.47,52.23,16.07,4.91,Web_Service,user_1,0
2025-07-01 03:47:00,40.3,81.19,32.41,4.8,Backup,user_1,0
2025-07-01 03:48:00,30.48,33.12,9.35,3.97,Web_Service,user_1,0
2025-07-01 03:49:00,85.39,20.02,14.58,5.35,Crypto_Mining,user_1,1
2025-07-01 03:50:00,8.99,69.38,5.64,5.4,Database_Query,user_1,0
2025-07-01 03:51:00,41.08,29.6,13.06,3.95,Web_Service,user_1,0
2025-07-01 03:52:00,86.38,33.49,15.37,4.84,Crypto_Mining,user_1,1
2025-07-01 03:53:00,38.7,44.96,10.75,5.36,Web_Service,user_1,0
2025-07-01 03:54:00,39.63,43.08,7.76,5.07,Database_Query,user_1,0
2025-07-01 03:55:00,90.53,51.87,13.19,3.86,Crypto_Mining,user_1,1
2025-07-01 03:56:00,22.28,42.97,15.03,4.75,Database_Query,user_1,0
2025-07-01 03:57:00,46.14,44.54,8.78,24.82,Video_Streaming,user_1,0
2025-07-01 03:58:00,40.47,45.7,13.61,5.64,Database_Query,user_1,0
2025-07-01 03:59:00,28.5,41.26,9.13,5.02,Database_Query,user_1,0
2025-07-01 04:00:00,17.22,23.56,5.57,6.55,Database_Query,user_1,0
2025-07-01 04:01:00,23.61,26.77,18.21,6.01,Database_Query,user_1,0
2025-07-01 04:02:00,7.51,33.17,10.3,25.63,Video_Streaming,user_1,0
2025-07-01 04:03:00,16.1,23.55,15.11,7.44,Database_Query,user_1,0
2025-07-01 04:04:00,36.8,45.75,8.74,21.96,Video_Streaming,user_1,0
2025-07-01 04:05:00,81.23,37.19,1.54,4.9,Crypto_Mining,user_1,1
2025-07-01 04:06:00,39.71,33.83,0.44,5.4,Web_Service,user_1,0
2025-07-01 04:07:00,20.1,49.41,5.09,18.88,Video_Streaming,user_1,0
2025-07-01 04:08:00,20.31,45.51,19.23,5.22,Web_Service,user_1,0
2025-07-01 04:09:00,14.07,44.4,9.9,5.55,Web_Service,user_1,0
2025-07-01 04:10:00,24.21,80.32,39.72,5.14,Backup,user_1,0
2025-07-01 04:11:00,30.49,40.41,6.49,16.69,Video_Streaming,user_1,0
2025-07-01 04:12:00,41.49,36.99,8.62,23.76,Video_Streaming,user_1,0
2025-07-01 04:13:00,22.82,48.95,8.53,6.25,Web_Service,user_1,0
2025-07-01 04:14:00,32.39,32.18,21.11,13.81,Video_Streaming,user_1,0
2025-07-01 04:15:00,36.34,44.14,9.07,4.87,Web_Service,user_1,0
2025-07-01 04:16:00,42.25,56.23,2.32,5.27,Web_Service,user_1,0
2025-07-01 04:17:00,29.12,65.8,5.98,6.64,Database_Query,user_1,0
2025-07-01 04:18:00,39.76,51.04,11.51,4.47,Database_Query,user_1,0
2025-07-01 04:19:00,26.21,37.96,7.09,3.99,Database_Query,user_1,0
2025-07-01 04:20:00,24.13,38.02,6.2,5.03,Web_Service,user_1,0
2025-07-01 04:21:00,32.34,72.22,38.31,5.83,Backup,user_1,0
2025-07-01 04:22:00,18.27,27.67,13.47,6.95,Database_Query,user_1,0
2025-07-01 04:23:00,22.95,39.44,12.79,20.38,Video_Streaming,user_1,0
2025-07-01 04:24:00,20.09,46.29,5.43,5.08,Web_Service,user_1,0
2025-07-01 04:25:00,22.64,52.36,15.46,5.61,Database_Query,user_1,0
2025-07-01 04:26:00,82.33,25.93,10.36,5.78,Crypto_Mining,user_1,1
2025-07-01 04:27:00,53.19,81.97,36.92,4.69,Backup,user_1,0
2025-07-01 04:28:00,35.04,45.82,4.65,4.11,Web_Service,user_1,0
2025-07-01 04:29:00,11.64,45.08,4.48,2.85,Database_Query,user_1,0
2025-07-01 04:30:00,38.36,40.31,11.26,19.99,Video_Streaming,user_1,0
2025-07-01 04:31:00,30.82,79.51,44.19,4.71,Backup,user_1,0
2025-07-01 04:32:00,35.68,83.0,29.93,4.76,Backup,user_1,0
2025-07-01 04:33:00,35.37,31.02,10.14,4.99,Database_Query,user_1,0
2025-07-01 04:34:00,27.75,41.98,22.32,18.5,Video_Streaming,user_1,0
2025-07-01 04:35:00,30.1,26.88,4.67,18.47,Video_Streaming,user_1,0
2025-07-01 04:36:00,35.08,40.54,0.99,4.35,Database_Query,user_1,0
2025-07-01 04:37:00,20.61,38.56,3.95,5.6,Database_Query,user_1,0
2025-07-01 04:38:00,20.33,44.17,6.56,19.69,Video_Streaming,user_1,0
2025-07-01 04:39:00,85.74,36.63,6.93,4.7,Crypto_Mining,user_1,1
2025-07-01 04:40:00,30.16,32.71,2.33,24.56,Video_Streaming,user_1,0
2025-07-01 04:41:00,4.46,49.34,3.17,18.88,Video_Streaming,user_1,0
2025-07-01 04:42:00,42.08,36.83,14.39,5.76,Database_Query,user_1,0
2025-07-01 04:43:00,24.23,14.09,7.27,5.39,Web_Service,user_1,0
2025-07-01 04:44:00,20.06,39.69,0.2,7.06,Database_Query,user_1,0
2025-07-01 04:45:00,29.73,75.33,30.57,4.12,Backup,user_1,0
2025-07-01 04:46:00,6.97,35.55,5.63,8.62,Video_Streaming,user_1,0
2025-07-01 04:47:00,23.31,50.4,6.97,29.13,Video_Streaming,user_1,0
2025-07-01 04:48:00,29.12,49.21,17.05,6.21,Web_Service,user_1,0
2025-07-01 04:49:00,43.02,87.81,35.32,4.25,Backup,user_1,0
2025-07-01 04:50:00,30.89,57.22,8.86,5.09,Web_Service,user_1,0
2025-07-01 04:51:00,26.35,41.85,3.26,4.03,Web_Service,user_1,0
2025-07-01 04:52:00,36.8,51.58,7.74,4.56,Database_Query,user_1,0
2025-07-01 04:53:00,41.86,47.19,14.98,4.24,Web_Service,user_1,0
2025-07-01 04:54:00,17.47,34.98,11.41,15.37,Video_Streaming,user_1,0
2025-07-01 04:55:00,34.56,61.65,6.78,24.64,Video_Streaming,user_1,0
2025-07-01 04:56:00,92.28,57.99,13.73,5.59,Crypto_Mining,user_1,1
2025-07-01 04:57:00,26.35,31.61,4.78,10.17,Video_Streaming,user_1,0
2025-07-01 04:58:00,35.79,41.48,7.58,4.67,Database_Query,user_1,0
2025-07-01 04:59:00,33.07,48.16,14.3,4.42,Web_Service,user_1,0
2025-07-01 05:00:00,38.38,75.93,47.14,4.86,Backup,user_1,0
2025-07-01 05:01:00,36.63,51.73,10.91,13.52,Video_Streaming,user_1,0
2025-07-01 05:02:00,84.53,39.14,14.06,5.58,Crypto_Mining,user_1,1
2025-07-01 05:03:00,42.38,40.21,11.54,6.7,Web_Service,user_1,0
2025-07-01 05:04:00,11.01,40.78,19.06,5.62,Database_Query,user_1,0
2025-07-01 05:05:00,42.9,83.37,33.62,3.78,Backup,user_1,0
2025-07-01 05:06:00,38.28,30.73,16.44,4.58,Web_Service,user_1,0
2025-07-01 05:07:00,46.7,43.95,4.02,5.44,Web_Service,user_1,0
2025-07-01 05:08:00,32.78,54.55,2.75,3.89,Database_Query,user_1,0
2025-07-01 05:09:00,37.22,36.27,18.63,4.6,Web_Service,user_1,0
2025-07-01 05:10:00,13.01,87.29,51.81,4.25,Backup,user_1,0
2025-07-01 05:11:00,14.74,52.63,7.24,7.56,Web_Service,user_1,0
2025-07-01 05:12:00,31.26,33.12,19.31,29.43,Video_Streaming,user_1,0
2025-07-01 05:13:00,40.24,45.93,13.89,17.24,Video_Streaming,user_1,0
2025-07-01 05:14:00,41.16,33.51,14.74,5.68,Database_Query,user_1,0
2025-07-01 05:15:00,18.58,38.06,6.42,3.13,Database_Query,user_1,0
2025-07-01 05:16:00,34.8,26.35,10.95,5.58,Web_Service,user_1,0
2025-07-01 05:17:00,42.21,45.82,8.87,4.04,Database_Query,user_1,0
2025-07-01 05:18:00,41.99,70.31,22.47,5.35,Backup,user_1,0
2025-07-01 05:19:00,31.41,22.32,11.62,4.85,Database_Query,user_1,0
2025-07-01 05:20:00,40.33,38.05,8.16,5.4,Web_Service,user_1,0
2025-07-01 05:21:00,18.3,65.64,34.72,6.77,Backup,user_1,0
2025-07-01 05:22:00,39.0,47.78,11.77,3.9,Database_Query,user_1,0
2025-07-01 05:23:00,37.66,52.27,9.5,4.8,Web_Service,user_1,0
2025-07-01 05:24:00,33.55,37.79,5.8,4.08,Web_Service,user_1,0
2025-07-01 05:25:00,44.93,37.29,9.89,16.26,Video_Streaming,user_1,0
2025-07-01 05:26:00,31.02,28.69,1.19,3.97,Web_Service,user_1,0
2025-07-01 05:27:00,30.67,82.58,19.37,4.47,Backup,user_1,0
2025-07-01 05:28:00,18.9,45.67,3.33,32.07,Video_Streaming,user_1,0
2025-07-01 05:29:00,76.92,51.65,6.33,4.19,Crypto_Mining,user_1,0
2025-07-01 05:30:00,40.18,93.32,32.04,5.15,Backup,user_1,0
2025-07-01 05:31:00,21.72,40.86,4.64,5.39,Video_Streaming,user_1,0
2025-07-01 05:32:00,25.52,60.1,18.85,3.97,Web_Service,user_1,0
2025-07-01 05:33:00,30.21,32.72,9.09,6.37,Database_Query,user_1,0
2025-07-01 05:34:00,23.72,46.02,6.45,4.49,Web_Service,user_1,0
